year,month,precipitation_inches,precipitation_anomaly_inches,state
2016,3,4.46,0.96,Indiana
2016,4,4.17,0.38,Indiana
2016,5,3.53,-0.61,Indiana
2016,6,4.28,0.19,Indiana
2016,7,5.13,1.32,Indiana
2016,8,6.48,3.01,Indiana
2016,9,3.66,0.44,Indiana
2016,10,2.61,-0.23,Indiana
2016,11,2.58,-0.45,Indiana
2016,12,2.36,-0.47,Indiana
2017,1,3.68,0.95,Indiana
2017,2,1.35,-0.89,Indiana
2017,3,4.04,0.54,Indiana
2017,4,4.83,1.04,Indiana
2017,5,6.9,2.76,Indiana
2017,6,4.37,0.28,Indiana
2017,7,6.07,2.26,Indiana
2017,8,2.26,-1.21,Indiana
2017,9,2.03,-1.19,Indiana
2017,10,4.32,1.48,Indiana
2017,11,4.43,1.4,Indiana
2017,12,1.33,-1.5,Indiana
2018,1,2.05,-0.68,Indiana
2018,2,5.91,3.67,Indiana
2018,3,3.92,0.42,Indiana
2018,4,3.59,-0.2,Indiana
2018,5,3.42,-0.72,Indiana
2018,6,6.55,2.46,Indiana
2018,7,3.37,-0.44,Indiana
2018,8,5.33,1.86,Indiana
2018,9,5.4,2.18,Indiana
2018,10,2.82,-0.02,Indiana
2018,11,4.32,1.29,Indiana
2018,12,3.35,0.52,Indiana
2019,1,3.5,0.77,Indiana
2019,2,4.45,2.21,Indiana
2019,3,4.18,0.68,Indiana
2019,4,5.62,1.83,Indiana
2019,5,6.02,1.88,Indiana
2019,6,6.12,2.03,Indiana
2019,7,3.61,-0.2,Indiana
2019,8,3.51,0.04,Indiana
2019,9,2.26,-0.96,Indiana
2019,10,4.29,1.45,Indiana
2019,11,2.7,-0.33,Indiana
2019,12,3.26,0.43,Indiana
2020,1,4.65,1.92,Indiana
2020,2,2.81,0.57,Indiana
2020,3,4.62,1.12,Indiana
2020,4,3.05,-0.74,Indiana
2020,5,5.07,0.93,Indiana
2020,6,3.52,-0.57,Indiana
2020,7,4.58,0.77,Indiana
2020,8,3.31,-0.16,Indiana
2020,9,1.53,-1.69,Indiana
2020,10,4.44,1.6,Indiana
2020,11,3.02,-0.01,Indiana
2020,12,1.8,-1.03,Indiana
2010,1,1.3,0.33,Iowa
2010,2,0.96,-0.06,Iowa
2010,3,1.72,-0.24,Iowa
2010,4,3.7,0.76,Iowa
2010,5,4.19,0.15,Iowa
2010,6,10.28,5.66,Iowa
2010,7,7.89,4.01,Iowa
2010,8,4.83,0.98,Iowa
2010,9,5.4,1.72,Iowa
2010,10,0.91,-1.4,Iowa
2010,11,1.64,-0.11,Iowa
2010,12,1.23,0.12,Iowa
2011,1,0.94,-0.03,Iowa
2011,2,1.39,0.37,Iowa
2011,3,1.5,-0.46,Iowa
2011,4,3.81,0.87,Iowa
2011,5,5,0.96,Iowa
2011,6,6.19,1.57,Iowa
2011,7,3.4,-0.48,Iowa
2011,8,3.02,-0.83,Iowa
2011,9,1.68,-2,Iowa
2011,10,0.74,-1.57,Iowa
2011,11,2.08,0.33,Iowa
2011,12,2.08,0.97,Iowa
2012,1,0.57,-0.4,Iowa
2012,2,1.68,0.66,Iowa
2012,3,1.91,-0.05,Iowa
2012,4,3.9,0.96,Iowa
2012,5,3.51,-0.53,Iowa
2012,6,2.81,-1.81,Iowa
2012,7,1.17,-2.71,Iowa
2012,8,2.88,-0.97,Iowa
2012,9,1.62,-2.06,Iowa
2012,10,2.98,0.67,Iowa
2012,11,1.05,-0.7,Iowa
2012,12,1.53,0.42,Iowa
2013,1,0.95,-0.02,Iowa
2013,2,1.27,0.25,Iowa
2013,3,2.09,0.13,Iowa
2013,4,6.43,3.49,Iowa
2013,5,8.65,4.61,Iowa
2013,6,4.89,0.27,Iowa
2013,7,1.74,-2.14,Iowa
2013,8,1.49,-2.36,Iowa
2013,9,1.94,-1.74,Iowa
2013,10,2.78,0.47,Iowa
2013,11,1.59,-0.16,Iowa
2013,12,0.62,-0.49,Iowa
2014,1,0.43,-0.54,Iowa
2014,2,1.5,0.48,Iowa
2014,3,0.81,-1.15,Iowa
2014,4,4.65,1.71,Iowa
2014,5,3.04,-1,Iowa
2014,6,9.66,5.04,Iowa
2014,7,3.3,-0.58,Iowa
2014,8,5.92,2.07,Iowa
2014,9,4.35,0.67,Iowa
2014,10,3.17,0.86,Iowa
2014,11,0.76,-0.99,Iowa
2014,12,1.1,-0.01,Iowa
2015,1,0.52,-0.45,Iowa
2015,2,1.11,0.09,Iowa
2015,3,0.56,-1.4,Iowa
2015,4,3.37,0.43,Iowa
2015,5,5.06,1.02,Iowa
2015,6,6.38,1.76,Iowa
2015,7,5.51,1.63,Iowa
2015,8,5.29,1.44,Iowa
2015,9,4.18,0.5,Iowa
2015,10,1.76,-0.55,Iowa
2015,11,4.08,2.33,Iowa
2015,12,4.71,3.6,Iowa
2016,1,0.59,-0.38,Iowa
2016,2,0.88,-0.14,Iowa
2016,3,2.28,0.32,Iowa
2016,4,3.19,0.25,Iowa
2016,5,4.36,0.32,Iowa
2016,6,3.7,-0.92,Iowa
2016,7,5.92,2.04,Iowa
2016,8,6.14,2.29,Iowa
2016,9,6.12,2.44,Iowa
2016,10,2.01,-0.3,Iowa
2016,11,1.39,-0.36,Iowa
2016,12,1.52,0.41,Iowa
2017,1,1.56,0.59,Iowa
2017,2,0.99,-0.03,Iowa
2017,3,2.57,0.61,Iowa
2017,4,3.8,0.86,Iowa
2017,5,4.8,0.76,Iowa
2017,6,3.5,-1.12,Iowa
2017,7,2.94,-0.94,Iowa
2017,8,3.83,-0.02,Iowa
2017,9,2.31,-1.37,Iowa
2017,10,5.26,2.95,Iowa
2017,11,0.41,-1.34,Iowa
2017,12,0.39,-0.72,Iowa
2018,1,1.02,0.05,Iowa
2018,2,1.54,0.52,Iowa
2018,3,2.28,0.32,Iowa
2018,4,1.54,-1.4,Iowa
2018,5,4.7,0.66,Iowa
2018,6,7.55,2.93,Iowa
2018,7,3.39,-0.49,Iowa
2018,8,6.42,2.57,Iowa
2018,9,8.1,4.42,Iowa
2018,10,4.63,2.32,Iowa
2018,11,1.81,0.06,Iowa
2018,12,2.1,0.99,Iowa
2019,1,1.28,0.31,Iowa
2019,2,2.34,1.32,Iowa
2019,3,2.19,0.23,Iowa
2019,4,3.03,0.09,Iowa
2019,5,8.21,4.17,Iowa
2019,6,3.91,-0.71,Iowa
2019,7,3.38,-0.5,Iowa
2019,8,3.53,-0.32,Iowa
2019,9,6.21,2.53,Iowa
2019,10,4.78,2.47,Iowa
2019,11,1.49,-0.26,Iowa
2019,12,1.28,0.17,Iowa
2020,1,1.41,0.44,Iowa
2020,2,0.43,-0.59,Iowa
2020,3,2.91,0.95,Iowa
2020,4,1.65,-1.29,Iowa
2020,5,4.57,0.53,Iowa
2020,6,4.95,0.33,Iowa
2020,7,2.93,-0.95,Iowa
2020,8,1.23,-2.62,Iowa
2020,9,4.07,0.39,Iowa
2020,10,1.9,-0.41,Iowa
2020,11,2.09,0.34,Iowa
2020,12,1.14,0.03,Iowa
2010,1,0.48,-0.19,Kansas
2010,2,0.86,-0.04,Kansas
2010,3,2.08,0.4,Kansas
2010,4,2.62,0.12,Kansas
2010,5,4.06,0.22,Kansas
2010,6,4.7,0.69,Kansas
2010,7,4.55,1.2,Kansas
2010,8,2.93,-0.16,Kansas
2010,9,3.14,0.29,Kansas
2010,10,0.69,-1.31,Kansas
2010,11,1.53,0.19,Kansas
2010,12,0.2,-0.65,Kansas
2011,1,0.46,-0.21,Kansas
2011,2,1.09,0.19,Kansas
2011,3,1.11,-0.57,Kansas
2011,4,1.86,-0.64,Kansas
2011,5,3.44,-0.4,Kansas
2011,6,2.66,-1.35,Kansas
2011,7,2.59,-0.76,Kansas
2011,8,3.33,0.24,Kansas
2011,9,1.27,-1.58,Kansas
2011,10,1.6,-0.4,Kansas
2011,11,2.5,1.16,Kansas
2011,12,2.26,1.41,Kansas
2012,1,0.07,-0.6,Kansas
2012,2,1.81,0.91,Kansas
2012,3,2.45,0.77,Kansas
2012,4,3.08,0.58,Kansas
2012,5,1.47,-2.37,Kansas
2012,6,2.16,-1.85,Kansas
2012,7,1.28,-2.07,Kansas
2012,8,2.61,-0.48,Kansas
2012,9,2.09,-0.76,Kansas
2012,10,1.14,-0.86,Kansas
2012,11,0.58,-0.76,Kansas
2012,12,0.55,-0.3,Kansas
2013,1,0.84,0.17,Kansas
2013,2,1.63,0.73,Kansas
2013,3,1.21,-0.47,Kansas
2013,4,2.44,-0.06,Kansas
2013,5,3.96,0.12,Kansas
2013,6,2.78,-1.23,Kansas
2013,7,4.46,1.11,Kansas
2013,8,4.91,1.82,Kansas
2013,9,2.74,-0.11,Kansas
2013,10,2.64,0.64,Kansas
2013,11,1.03,-0.31,Kansas
2013,12,0.39,-0.46,Kansas
2014,1,0.24,-0.43,Kansas
2014,2,0.75,-0.15,Kansas
2014,3,0.48,-1.2,Kansas
2014,4,1.59,-0.91,Kansas
2014,5,1.98,-1.86,Kansas
2014,6,7.58,3.57,Kansas
2014,7,2.39,-0.96,Kansas
2014,8,3.06,-0.03,Kansas
2014,9,2.98,0.13,Kansas
2014,10,2.75,0.75,Kansas
2014,11,0.29,-1.05,Kansas
2014,12,1.34,0.49,Kansas
2015,1,0.37,-0.3,Kansas
2015,2,0.83,-0.07,Kansas
2015,3,0.49,-1.19,Kansas
2015,4,2.76,0.26,Kansas
2015,5,8.28,4.44,Kansas
2015,6,3.34,-0.67,Kansas
2015,7,4.93,1.58,Kansas
2015,8,2.95,-0.14,Kansas
2015,9,1.58,-1.27,Kansas
2015,10,1.79,-0.21,Kansas
2015,11,3.1,1.76,Kansas
2015,12,2.36,1.51,Kansas
2016,1,0.48,-0.19,Kansas
2016,2,0.55,-0.35,Kansas
2016,3,0.77,-0.91,Kansas
2016,4,5.34,2.84,Kansas
2016,5,4.58,0.74,Kansas
2016,6,2.3,-1.71,Kansas
2016,7,5.05,1.7,Kansas
2016,8,4.9,1.81,Kansas
2016,9,4.11,1.26,Kansas
2016,10,1.44,-0.56,Kansas
2016,11,0.47,-0.87,Kansas
2016,12,0.69,-0.16,Kansas
2017,1,1.56,0.89,Kansas
2017,2,0.24,-0.66,Kansas
2017,3,2.79,1.11,Kansas
2017,4,5.07,2.57,Kansas
2017,5,4.83,0.99,Kansas
2017,6,3.2,-0.81,Kansas
2017,7,2.39,-0.96,Kansas
2017,8,3.56,0.47,Kansas
2017,9,2.39,-0.46,Kansas
2017,10,2.73,0.73,Kansas
2017,11,0.16,-1.18,Kansas
2017,12,0.11,-0.74,Kansas
2018,1,0.39,-0.28,Kansas
2018,2,0.6,-0.3,Kansas
2018,3,1.02,-0.66,Kansas
2018,4,1.21,-1.29,Kansas
2018,5,4.1,0.26,Kansas
2018,6,3.82,-0.19,Kansas
2018,7,4.19,0.84,Kansas
2018,8,4.33,1.24,Kansas
2018,9,3.33,0.48,Kansas
2018,10,5.86,3.86,Kansas
2018,11,0.81,-0.53,Kansas
2018,12,2.19,1.34,Kansas
2019,1,1.03,0.36,Kansas
2019,2,1.02,0.12,Kansas
2019,3,2.12,0.44,Kansas
2019,4,1.67,-0.83,Kansas
2019,5,10.51,6.67,Kansas
2019,6,4.45,0.44,Kansas
2019,7,2.32,-1.03,Kansas
2019,8,7,3.91,Kansas
2019,9,2.02,-0.83,Kansas
2019,10,1.96,-0.04,Kansas
2019,11,0.65,-0.69,Kansas
2019,12,1.28,0.43,Kansas
2020,1,1.33,0.66,Kansas
2020,2,1.29,0.39,Kansas
2020,3,2.06,0.38,Kansas
2020,4,1.37,-1.13,Kansas
2020,5,4.09,0.25,Kansas
2020,6,2.73,-1.28,Kansas
2020,7,6.32,2.97,Kansas
2020,8,1.68,-1.41,Kansas
2020,9,1.65,-1.2,Kansas
2020,10,1.09,-0.91,Kansas
2020,11,1.31,-0.03,Kansas
2020,12,0.93,0.08,Kansas
2010,1,3.52,-0.67,Kentucky
2010,2,2.25,-1.36,Kentucky
2010,3,2.69,-2,Kentucky
2010,4,3.19,-0.89,Kentucky
2010,5,8.21,3.88,Kentucky
2010,6,4.25,-0.01,Kentucky
2010,7,4.58,0.24,Kentucky
2010,8,3.44,-0.29,Kentucky
2010,9,1.81,-1.41,Kentucky
2010,10,1.69,-1.1,Kentucky
2010,11,4.9,1.29,Kentucky
2010,12,3.01,-1.03,Kentucky
2011,1,2.16,-2.03,Kentucky
2011,2,4.88,1.27,Kentucky
2011,3,5.51,0.82,Kentucky
2011,4,12.07,7.99,Kentucky
2011,5,6.75,2.42,Kentucky
2011,6,5.36,1.1,Kentucky
2011,7,3.94,-0.4,Kentucky
2011,8,2.31,-1.42,Kentucky
2011,9,5.89,2.67,Kentucky
2011,10,2.94,0.15,Kentucky
2011,11,7.58,3.97,Kentucky
2011,12,4.96,0.92,Kentucky
2012,1,3.8,-0.39,Kentucky
2012,2,2.32,-1.29,Kentucky
2012,3,4.5,-0.19,Kentucky
2012,4,2.33,-1.75,Kentucky
2012,5,4.25,-0.08,Kentucky
2012,6,1.5,-2.76,Kentucky
2012,7,5.54,1.2,Kentucky
2012,8,3.17,-0.56,Kentucky
2012,9,5.88,2.66,Kentucky
2012,10,3.03,0.24,Kentucky
2012,11,1.34,-2.27,Kentucky
2012,12,5.55,1.51,Kentucky
2013,1,5.6,1.41,Kentucky
2013,2,2.19,-1.42,Kentucky
2013,3,4.95,0.26,Kentucky
2013,4,4.96,0.88,Kentucky
2013,5,4.44,0.11,Kentucky
2013,6,6.23,1.97,Kentucky
2013,7,6.42,2.08,Kentucky
2013,8,4.14,0.41,Kentucky
2013,9,3.66,0.44,Kentucky
2013,10,3.66,0.87,Kentucky
2013,11,3.4,-0.21,Kentucky
2013,12,6.13,2.09,Kentucky
2014,1,2.34,-1.85,Kentucky
2014,2,4.47,0.86,Kentucky
2014,3,3.44,-1.25,Kentucky
2014,4,6.43,2.35,Kentucky
2014,5,3.65,-0.68,Kentucky
2014,6,3.98,-0.28,Kentucky
2014,7,3.67,-0.67,Kentucky
2014,8,5.46,1.73,Kentucky
2014,9,2.19,-1.03,Kentucky
2014,10,5.69,2.9,Kentucky
2014,11,2.43,-1.18,Kentucky
2014,12,3.36,-0.68,Kentucky
2015,1,1.97,-2.22,Kentucky
2015,2,3.26,-0.35,Kentucky
2015,3,6.34,1.65,Kentucky
2015,4,8.28,4.2,Kentucky
2015,5,2.67,-1.66,Kentucky
2015,6,5.47,1.21,Kentucky
2015,7,9.37,5.03,Kentucky
2015,8,3.19,-0.54,Kentucky
2015,9,2.89,-0.33,Kentucky
2015,10,3.96,1.17,Kentucky
2015,11,4.39,0.78,Kentucky
2015,12,6.52,2.48,Kentucky
2016,1,1.88,-2.31,Kentucky
2016,2,4.97,1.36,Kentucky
2016,3,4.22,-0.47,Kentucky
2016,4,3.64,-0.44,Kentucky
2016,5,6.06,1.73,Kentucky
2016,6,3.74,-0.52,Kentucky
2016,7,8.39,4.05,Kentucky
2016,8,5,1.27,Kentucky
2016,9,2.13,-1.09,Kentucky
2016,10,1.05,-1.74,Kentucky
2016,11,2.07,-1.54,Kentucky
2016,12,6.04,2,Kentucky
2017,1,4.25,0.06,Kentucky
2017,2,2,-1.61,Kentucky
2017,3,4.58,-0.11,Kentucky
2017,4,4.48,0.4,Kentucky
2017,5,6.1,1.77,Kentucky
2017,6,4.96,0.7,Kentucky
2017,7,4.61,0.27,Kentucky
2017,8,4.38,0.65,Kentucky
2017,9,4.45,1.23,Kentucky
2017,10,5.24,2.45,Kentucky
2017,11,2.29,-1.32,Kentucky
2017,12,2.92,-1.12,Kentucky
2018,1,2.47,-1.72,Kentucky
2018,2,8.99,5.38,Kentucky
2018,3,5.18,0.49,Kentucky
2018,4,4.45,0.37,Kentucky
2018,5,4.88,0.55,Kentucky
2018,6,6.16,1.9,Kentucky
2018,7,4.27,-0.07,Kentucky
2018,8,4.8,1.07,Kentucky
2018,9,8.06,4.84,Kentucky
2018,10,3.07,0.28,Kentucky
2018,11,5.82,2.21,Kentucky
2018,12,5.59,1.55,Kentucky
2019,1,4.73,0.54,Kentucky
2019,2,9.39,5.78,Kentucky
2019,3,3.68,-1.01,Kentucky
2019,4,4.94,0.86,Kentucky
2019,5,4.43,0.1,Kentucky
2019,6,8.1,3.84,Kentucky
2019,7,5.24,0.9,Kentucky
2019,8,3.46,-0.27,Kentucky
2019,9,0.22,-3,Kentucky
2019,10,6.34,3.55,Kentucky
2019,11,4.69,1.08,Kentucky
2019,12,6.1,2.06,Kentucky
2020,1,4.47,0.28,Kentucky
2020,2,6.42,2.81,Kentucky
2020,3,6.84,2.15,Kentucky
2020,4,4.95,0.87,Kentucky
2020,5,5.58,1.25,Kentucky
2020,6,5.16,0.9,Kentucky
2020,7,5.22,0.88,Kentucky
2020,8,5.14,1.41,Kentucky
2020,9,3.98,0.76,Kentucky
2020,10,4.63,1.84,Kentucky
2020,11,2.23,-1.38,Kentucky
2020,12,3.49,-0.55,Kentucky
2010,1,3.5,-1.63,Louisiana
2010,2,5.44,0.8,Louisiana
2010,3,2.42,-2.54,Louisiana
2010,4,1.29,-3.6,Louisiana
2010,5,3.24,-1.91,Louisiana
2010,6,4.31,-0.29,Louisiana
2010,7,5.48,-0.17,Louisiana
2010,8,6.08,1.44,Louisiana
2010,9,1.3,-2.8,Louisiana
2010,10,1.29,-2.13,Louisiana
2010,11,5.36,1.03,Louisiana
2010,12,2.05,-3.42,Louisiana
2011,1,4.75,-0.38,Louisiana
2011,2,2.1,-2.54,Louisiana
2011,3,3.88,-1.08,Louisiana
2011,4,2.5,-2.39,Louisiana
2011,5,1.51,-3.64,Louisiana
2011,6,3.3,-1.3,Louisiana
2011,7,6.16,0.51,Louisiana
2011,8,1.71,-2.93,Louisiana
2011,9,7,2.9,Louisiana
2011,10,0.9,-2.52,Louisiana
2011,11,3.69,-0.64,Louisiana
2011,12,5.51,0.04,Louisiana
2012,1,4.7,-0.43,Louisiana
2012,2,7.4,2.76,Louisiana
2012,3,8.02,3.06,Louisiana
2012,4,4.79,-0.1,Louisiana
2012,5,2.17,-2.98,Louisiana
2012,6,4.25,-0.35,Louisiana
2012,7,7.74,2.09,Louisiana
2012,8,8.86,4.22,Louisiana
2012,9,5.66,1.56,Louisiana
2012,10,1.63,-1.79,Louisiana
2012,11,1.68,-2.65,Louisiana
2012,12,5.98,0.51,Louisiana
2013,1,10.93,5.8,Louisiana
2013,2,6.28,1.64,Louisiana
2013,3,1.47,-3.49,Louisiana
2013,4,6.7,1.81,Louisiana
2013,5,5.43,0.28,Louisiana
2013,6,4.58,-0.02,Louisiana
2013,7,4.41,-1.24,Louisiana
2013,8,2.94,-1.7,Louisiana
2013,9,5.71,1.61,Louisiana
2013,10,4.18,0.76,Louisiana
2013,11,5.02,0.69,Louisiana
2013,12,3.78,-1.69,Louisiana
2014,1,2.06,-3.07,Louisiana
2014,2,5.56,0.92,Louisiana
2014,3,4.47,-0.49,Louisiana
2014,4,4.49,-0.4,Louisiana
2014,5,7.46,2.31,Louisiana
2014,6,6.23,1.63,Louisiana
2014,7,5.95,0.3,Louisiana
2014,8,5.8,1.16,Louisiana
2014,9,2.99,-1.11,Louisiana
2014,10,3.28,-0.14,Louisiana
2014,11,3.5,-0.83,Louisiana
2014,12,4.15,-1.32,Louisiana
2015,1,5.86,0.73,Louisiana
2015,2,3.03,-1.61,Louisiana
2015,3,5.85,0.89,Louisiana
2015,4,8.19,3.3,Louisiana
2015,5,8.24,3.09,Louisiana
2015,6,5.42,0.82,Louisiana
2015,7,3,-2.65,Louisiana
2015,8,2.66,-1.98,Louisiana
2015,9,2.76,-1.34,Louisiana
2015,10,7.52,4.1,Louisiana
2015,11,9.09,4.76,Louisiana
2015,12,5.69,0.22,Louisiana
2016,1,4.28,-0.85,Louisiana
2016,2,3.24,-1.4,Louisiana
2016,3,10.6,5.64,Louisiana
2016,4,6.51,1.62,Louisiana
2016,5,5.72,0.57,Louisiana
2016,6,6.03,1.43,Louisiana
2016,7,4.83,-0.82,Louisiana
2016,8,13.02,8.38,Louisiana
2016,9,3.18,-0.92,Louisiana
2016,10,0.42,-3,Louisiana
2016,11,2.95,-1.38,Louisiana
2016,12,6.3,0.83,Louisiana
2017,1,6.63,1.5,Louisiana
2017,2,2.33,-2.31,Louisiana
2017,3,3.64,-1.32,Louisiana
2017,4,5.58,0.69,Louisiana
2017,5,9.14,3.99,Louisiana
2017,6,8.99,4.39,Louisiana
2017,7,4.76,-0.89,Louisiana
2017,8,12.94,8.3,Louisiana
2017,9,0.88,-3.22,Louisiana
2017,10,2.61,-0.81,Louisiana
2017,11,1.58,-2.75,Louisiana
2017,12,4.98,-0.49,Louisiana
2018,1,4.7,-0.43,Louisiana
2018,2,8.22,3.58,Louisiana
2018,3,4.88,-0.08,Louisiana
2018,4,4.78,-0.11,Louisiana
2018,5,2.07,-3.08,Louisiana
2018,6,3.61,-0.99,Louisiana
2018,7,5.1,-0.55,Louisiana
2018,8,4.47,-0.17,Louisiana
2018,9,7.61,3.51,Louisiana
2018,10,5.24,1.82,Louisiana
2018,11,6.98,2.65,Louisiana
2018,12,8.73,3.26,Louisiana
2019,1,5.71,0.58,Louisiana
2019,2,4.47,-0.17,Louisiana
2019,3,2.01,-2.95,Louisiana
2019,4,8.39,3.5,Louisiana
2019,5,8.17,3.02,Louisiana
2019,6,6.38,1.78,Louisiana
2019,7,7.38,1.73,Louisiana
2019,8,4.96,0.32,Louisiana
2019,9,1.79,-2.31,Louisiana
2019,10,7.96,4.54,Louisiana
2019,11,1.68,-2.65,Louisiana
2019,12,2.97,-2.5,Louisiana
2020,1,7.54,2.41,Louisiana
2020,2,5.83,1.19,Louisiana
2020,3,3.85,-1.11,Louisiana
2020,4,6.34,1.45,Louisiana
2020,5,5.67,0.52,Louisiana
2020,6,5.33,0.73,Louisiana
2020,7,6.96,1.31,Louisiana
2020,8,6.3,1.66,Louisiana
2020,9,4.24,0.14,Louisiana
2020,10,6.1,2.68,Louisiana
2020,11,3.57,-0.76,Louisiana
2020,12,5.23,-0.24,Louisiana
2010,1,3.07,-0.26,Maine
2010,2,2.67,-0.15,Maine
2010,3,5.11,1.77,Maine
2010,4,2.82,-0.51,Maine
2010,5,2.09,-1.32,Maine
2010,6,5.54,1.8,Maine
2010,7,2.87,-0.91,Maine
2010,8,2.33,-1.17,Maine
2010,9,5.37,1.69,Maine
2010,10,5.93,2.22,Maine
2010,11,5.2,1.29,Maine
2010,12,6.31,2.8,Maine
2011,1,1.89,-1.44,Maine
2011,2,2.95,0.13,Maine
2011,3,4.93,1.59,Maine
2011,4,4.75,1.42,Maine
2011,5,5.49,2.08,Maine
2011,6,4.06,0.32,Maine
2011,7,3.69,-0.09,Maine
2011,8,7.44,3.94,Maine
2011,9,3.89,0.21,Maine
2011,10,4.97,1.26,Maine
2011,11,2.49,-1.42,Maine
2011,12,3.49,-0.02,Maine
2012,1,3.1,-0.23,Maine
2012,2,1.76,-1.06,Maine
2012,3,1.94,-1.4,Maine
2012,4,4.14,0.81,Maine
2012,5,4.68,1.27,Maine
2012,6,7.58,3.84,Maine
2012,7,1.89,-1.89,Maine
2012,8,4.29,0.79,Maine
2012,9,4.91,1.23,Maine
2012,10,6.69,2.98,Maine
2012,11,1.29,-2.62,Maine
2012,12,5.11,1.6,Maine
2013,1,1.42,-1.91,Maine
2013,2,3.06,0.24,Maine
2013,3,2.45,-0.89,Maine
2013,4,1.98,-1.35,Maine
2013,5,5.67,2.26,Maine
2013,6,6.55,2.81,Maine
2013,7,4.89,1.11,Maine
2013,8,4.6,1.1,Maine
2013,9,5.42,1.74,Maine
2013,10,1.7,-2.01,Maine
2013,11,4.11,0.2,Maine
2013,12,3.76,0.25,Maine
2014,1,3.41,0.08,Maine
2014,2,2.85,0.03,Maine
2014,3,3.8,0.46,Maine
2014,4,3.44,0.11,Maine
2014,5,3.99,0.58,Maine
2014,6,4.58,0.84,Maine
2014,7,6.65,2.87,Maine
2014,8,3.34,-0.16,Maine
2014,9,1.61,-2.07,Maine
2014,10,6.2,2.49,Maine
2014,11,3.5,-0.41,Maine
2014,12,6.08,2.57,Maine
2015,1,3.17,-0.16,Maine
2015,2,1.74,-1.08,Maine
2015,3,1.78,-1.56,Maine
2015,4,3.08,-0.25,Maine
2015,5,2.8,-0.61,Maine
2015,6,5.79,2.05,Maine
2015,7,3.61,-0.17,Maine
2015,8,3.9,0.4,Maine
2015,9,4.82,1.14,Maine
2015,10,4.73,1.02,Maine
2015,11,2.43,-1.48,Maine
2015,12,5.31,1.8,Maine
2016,1,2.5,-0.83,Maine
2016,2,4.74,1.92,Maine
2016,3,3.74,0.4,Maine
2016,4,2.53,-0.8,Maine
2016,5,2.56,-0.85,Maine
2016,6,3.41,-0.33,Maine
2016,7,3.78,0,Maine
2016,8,4.15,0.65,Maine
2016,9,1.58,-2.1,Maine
2016,10,3.98,0.27,Maine
2016,11,3.82,-0.09,Maine
2016,12,4.57,1.06,Maine
2017,1,3.83,0.5,Maine
2017,2,3.11,0.29,Maine
2017,3,2.69,-0.65,Maine
2017,4,4.11,0.78,Maine
2017,5,5.67,2.26,Maine
2017,6,3.73,-0.01,Maine
2017,7,2.84,-0.94,Maine
2017,8,2.45,-1.05,Maine
2017,9,3.08,-0.6,Maine
2017,10,7.17,3.46,Maine
2017,11,2.77,-1.14,Maine
2017,12,3.87,0.36,Maine
2018,1,4.78,1.45,Maine
2018,2,3.02,0.2,Maine
2018,3,2.95,-0.39,Maine
2018,4,4.65,1.32,Maine
2018,5,1.92,-1.49,Maine
2018,6,3.69,-0.05,Maine
2018,7,4.06,0.28,Maine
2018,8,3.78,0.28,Maine
2018,9,3.15,-0.53,Maine
2018,10,4.48,0.77,Maine
2018,11,6.18,2.27,Maine
2018,12,3.79,0.28,Maine
2019,1,5.25,1.92,Maine
2019,2,2.87,0.05,Maine
2019,3,2.19,-1.15,Maine
2019,4,5.37,2.04,Maine
2019,5,4.49,1.08,Maine
2019,6,4.69,0.95,Maine
2019,7,3.31,-0.47,Maine
2019,8,4.8,1.3,Maine
2019,9,3.46,-0.22,Maine
2019,10,5.73,2.02,Maine
2019,11,4.08,0.17,Maine
2019,12,3.75,0.24,Maine
2020,1,3.06,-0.27,Maine
2020,2,2.85,0.03,Maine
2020,3,2.7,-0.64,Maine
2020,4,4.17,0.84,Maine
2020,5,2.62,-0.79,Maine
2020,6,2.29,-1.45,Maine
2020,7,3.85,0.07,Maine
2020,8,2.81,-0.69,Maine
2020,9,1,-2.68,Maine
2020,10,6.12,2.41,Maine
2020,11,3.83,-0.08,Maine
2020,12,5.33,1.82,Maine
2010,1,2.77,-0.58,Maryland
2010,2,3.43,0.52,Maryland
2010,3,4.99,1.22,Maryland
2010,4,1.87,-1.6,Maryland
2010,5,3.11,-0.61,Maryland
2010,6,2.1,-1.76,Maryland
2010,7,3.79,-0.39,Maryland
2010,8,4.34,-0.03,Maryland
2010,9,5.24,1.67,Maryland
2010,10,4.83,1.72,Maryland
2010,11,2.14,-0.84,Maryland
2010,12,2.28,-1,Maryland
2011,1,2.38,-0.97,Maryland
2011,2,2.27,-0.64,Maryland
2011,3,5.04,1.27,Maryland
2011,4,4.77,1.3,Maryland
2011,5,3.2,-0.52,Maryland
2011,6,2.54,-1.32,Maryland
2011,7,3.29,-0.89,Maryland
2011,8,8.86,4.49,Maryland
2011,9,8.03,4.46,Maryland
2011,10,3.67,0.56,Maryland
2011,11,3.42,0.44,Maryland
2011,12,3.64,0.36,Maryland
2012,1,2.27,-1.08,Maryland
2012,2,2.11,-0.8,Maryland
2012,3,2.14,-1.63,Maryland
2012,4,2.49,-0.98,Maryland
2012,5,3.69,-0.03,Maryland
2012,6,2.99,-0.87,Maryland
2012,7,3.68,-0.5,Maryland
2012,8,4.86,0.49,Maryland
2012,9,3.62,0.05,Maryland
